"HTS Number","Indent","Description","Unit of Quantity","General Rate of Duty","Special Rate of Duty","Column 2 Rate of Duty","Quota Quantity","Additional Duties"
"9801.00.10.43","3","Articles provided for in headings 8470, 8471, 8472 or 8473","[""No.""]","","","","",""
"9801.00.10.45","3","Other","[""""]","","","","",""
"","2","Articles provided for in chapter 85:","","","","",,
"9801.00.10.49","3","Articles provided for in headings 8501, 8502 or 8503","[""No.""]","","","","",""
"9801.00.10.51","3","Articles provided for in heading 8504","[""No.""]","","","","",""
"9801.00.10.53","3","Articles provided for in headings 8517, 8519, 8525, 8527 or 8529","[""No.""]","","","","",""
"9801.00.10.55","3","Other","[""""]","","","","",""
"9801.00.10.59","2","Articles provided for in chapter 86","[""No.""]","","","","",""
"","2","Articles provided for in chapter 87:","","","","",,
"9801.00.10.63","3","Articles provided for in heading 8701","[""No.""]","","","","",""
"9801.00.10.64","3","Articles provided for in heading 8702","[""No.""]","","","","",""
"9801.00.10.65","3","Articles provided for in heading 8703","[""No.""]","","","","",""
"9801.00.10.66","3","Articles provided for in heading 8704","[""No.""]","","","","",""
"9801.00.10.67","3","Articles provided for in headings 8706, 8707 or 8708","[""No.""]","","","","",""
"9801.00.10.69","3","Articles provided for in headings 8705 or 8709","[""No.""]","","","","",""
"9801.00.10.74","3","Other","[""No.""]","","","","",""
"","2","Articles provided for in chapter 88:","","","","",,
"9801.00.10.75","3","Articles provided for in headings 8801 or 8802","[""No.""]","","","","",""
"9801.00.10.77","3","Articles provided for in headings 8803 or 8804","[""kg""]","","","","",""
"9801.00.10.79","3","Article provided for in heading 8805","[""kg""]","","","","",""
"9801.00.10.89","2","Articles provided for in chapter 89","[""No.""]","","","","",""
"9801.00.10.90","2","Articles provided for in chapter 90","[""No.""]","","","","",""
"","2","Articles provided for in chapter 94:","","","","",,
"9801.00.10.92","3","Articles provided for in headings 9401, 9402 or 9403","[""No.""]","","","","",""
"9801.00.10.94","3","Other","[""""]","","","","",""
"9801.00.10.97","2","Articles provided for in chapter 97","[""""]","","","","",""
"9801.00.10.98","2","Other","[""""]","","","","",""
"9801.00.11","0","United States Government property, returned to the United States without having been advanced in value or improved in condition by any means while abroad, entered by the United States Government or a contractor to the United States Government, and certified by the importer as United States Government property","[""kg""]","Free","","","",""
"9801.00.20.00","0","Articles, previously imported, with respect to which the duty was paid upon such previous importation or which were previously free of duty pursuant to the Caribbean Basin Economic Recovery Act or Title V of the Trade Act of 1974, if (1) reimported, without having been advanced in value or improved in condition by any process of manufacture or other means while abroad, after having been exported under lease or similar use agreements, and (2) reimported by or for the account of the person who imported it into, and exported it from, the United States","[""kg""]","Free","","Free","",""
"9801.00.25.00","0","Articles, previously imported, with respect to which the duty was paid upon such previous importation if (1) exported within three years after the date of such previous importation, (2) reimported without having been advanced in value or improved in condition by any process of manufacture or other means while abroad, (3) reimported for the reason that such articles do not conform to sample or specifications, and (4) reimported by or for the account of the person who imported them into, and exported them from, the United States","[""kg""]","Free","","Free","",""
"9801.00.26.00","0","Articles, previously imported, with respect to which the duty was paid upon such previous importation, if: (1) exported within 3 years after the date of such previous importation; (2) sold for exportation and exported to individuals for personal use; (3) reimported without having been advanced in value or improved in condition by any process of manufacture or other means while abroad; (4) reimported as personal returns from those individuals, whether or not consolidated with other personal returns prior to reimportation; and (5) reimported by or for the account of the person who exported them from the United States within 1 year of such exportation","[""kg""]","Free","","Free","",""
"9801.00.30.00","0","Any aircraft engine or propeller, or any part or accessory of either, previously imported, with respect to which the duty was paid upon such previous importation, if (1) reimported without having been advanced in value or improved in condition by any process of manufacture or other means while abroad, after having been exported under loan, lease or rent to an aircraft owner or operator as a temporary replacement for an aircraft engine being overhauled, repaired, rebuilt or reconditioned in the United States, and (2) reimported by or for the account of the person who exported it from the United States","[""No.""]","Free","","Free","",""
"","0","Articles, when returned after having been exported for use temporarily abroad solely for any of the following purposes, if imported by or for the account of the person who exported them:","","","","",,
"9801.00.40","1","Exhibition, examination or experimentation, for scientific or educational purposes","","Free","","Free","",""
"9801.00.50","1","Exhibition in connection with any circus or menagerie","","Free","","Free","",""
"9801.00.60","1","Exhibition or use at any public exposition, fair or conference","","Free","","Free","",""
"9801.00.65","1","Rendition of geophysical or contracting services in connection with the exploration for, or the extraction or development of, natural resources","","Free","","Free","",""
"","0","Articles previously exported from the United States which-- except for U.S. note 1 of this subchapter--would qualify for free entry under one of the foregoing items and are not otherwise free of duty:","","","","",,
"9801.00.70.00","1","Aircraft exported from the United States with benefit of drawback or heading 9813.00.05","[""kg""]","A duty equal to the duty upon the importation of like articles not previously exported, but in no case in excess of the sum of (a) any customs drawback proved to have been allowed upon such exportation, and (b) the duty which would have been payable on any articles used in the manufacture or production of such aircraft had they not been entered and exported under heading 9813.00.05","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","A duty equal to the duty upon the importation of like articles not previously exported, but in no case in excess of the sum of (a) any customs drawback proved to have been allowed upon such exportation, and (b) the duty which would have been payable on any articles used in the manufacture or production of such aircraft had they not been entered and exported under heading 9813.00.05","",""
"9801.00.80","1","Other, except articles excluded by U.S. note 1(c) of this subchapter","[""""]","A duty (in lieu of any other duty or tax) equal to the sum of any duty and internal- revenue tax imposed upon the importation of like articles not previously exported, but in no case in excess of the sum of (a) any customs drawback proved to have been allowed upon such exportation of the article, and (b) any internal- revenue tax imposed, at the time such article is entered, upon the importation of like articles not previously exported","Free (AU,BH, CL,CO,IL,JO, KR,MA, OM,P,PA,PE,S, SG)","A duty (in lieu of any other duty or tax) equal to the sum of any duty and internal- revenue tax imposed upon the importation of like articles not previously exported, but in no case in excess of the sum of (a) any customs drawback proved to have been allowed upon such exportation of the article, and (b) any internal- revenue tax imposed, at the time such article is entered, upon the importation of like articles not previously exported","",""
"9801.00.80.10","2","Nonalcoholic beer provided for in subheading 2202.91.00","[""liters""]","","","","",""
"9801.00.80.20","2","Alcohol provided for in headings 2203, 2204, 2205, 2206, 2207, and 2208","[""liters""]","","","","",""
"9801.00.80.30","2","Tobacco and tobacco products provided for in chapter 24","[""""]","","","","",""
"9801.00.80.40","2","Cigarette paper provided for in heading 4813","[""""]","","","","",""
"9801.00.80.90","2","Other","[""""]","","","","",""
"9801.00.85.00","0","Professional books, implements, instruments, and tools of trade, occupation, or employment, when returned to the United States after having been exported for use temporarily abroad, if imported by or for the account of the person who exported such items","[""No.""]","Free","","Free","",""
"9801.00.90.00","0","Animals, domesticated, straying across the boundary line into any foreign country, or driven across such boundary line by the owner for temporary pasturage purpose only, together with their offspring; all the foregoing if brought back to the United States within 8 months","[""No.""]","Free","","Free","",""
"9802.00.20.00","0","Photographic films and dry plates manufactured in the United States (except motion-picture films to be used for commercial purposes) and exposed abroad, whether developed or not","[""No.""]","Free","","Free","",""
"","0","Articles returned to the United States after having been exported to be advanced in value or improved in condition by any process of manufacture or other means:","","","","",,
"","1","Articles exported for repairs or alterations:","","","","",,
"9802.00.40","2","Repairs or alterations made pursuant to a warranty","","A duty upon the value of the repairs or alterations (see U.S. note 3 of this subchapter)","Free (AU,B,BH,C,CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","A duty upon the value of the repairs or alterations (see U.S. note 3 of this subchapter)","",""
"9802.00.40.20","3","Internal combustion engines","","","","","",""
"9802.00.40.40","3","Other","","","","","",""
"9802.00.50","2","Other","","A duty upon the value of the repairs or alterations (see U.S. note 3 of this subchapter)","Free (AU,BH,CL, CO,IL,JO,KR,MA,OM,P,PA, PE,S,SG) A duty upon the value of the repairs or alterations (see U.S. note 3 of this subchapter) (B,C,)","A duty upon the value of the repairs oralterations (see U.S. note 3 of this subchapter)","",""
"9802.00.50.10","3","Articles for which duty free treatment is claimed under U.S. note 2(b) to this subchapter","","","","","",""
"","3","Other:","","","","",,
"9802.00.50.30","4","Internal combustion engines","","","","","",""
"9802.00.50.60","4","Other","","","","","",""
"9802.00.60.00","1","Any article of metal (as defined in U.S. note 3(e) of this subchapter) manufactured in the United States or subjected to a process of manufacture in the United States, if exported for further processing, and if the exported article as processed outside the United States, or the article which results from the processing outside the United States, is returned to the United States for further processing","","A duty upon the value of such processing outside the United States (see U.S. note 3 of this subchapter)","Free (BH,CL,IL,JO,MA,OM,P,SG) A duty upon the value of such processing outside the United States (see U.S. note 3 of this subchapter) (AU,B,C,KR,PA,PE) A duty upon the full value of the imported article, less the cost or value of such products of the United States (see U.S. note 3 to this subchapter) (CO)","A duty upon the value of such processing outside the United States (see U.S. note 3 of this subchapter)","",""
"9802.00.80","0","Articles, except goods of heading 9802.00.91 and goods imported under provisions of subchapter XIX of this chapter and goods imported under provisions of subchapter XX, assembled abroad in whole or in part of fabricated components, the product of the United States, which (a) were exported in condition ready for assembly without further fabrication, (b) have not lost their physical identity in such articles by change in form, shape or otherwise, and (c) have not been advanced in value or improved in condition abroad except by being assembled and except by operations incidental to the assembly process such as cleaning, lubricating and painting","","A duty upon the full value of the imported article, less the cost or value of such products of the United States (see U.S. Note 4 of this subchapter)","Free (BH,CL,CO,IL,JO,KR,MA,P,PA,S,SG) A duty upon the full value of the imported article, less the cost or value of such products of the United States (see U.S. note 4 of this subchapter) (AU,B,C,E,OM,PE)","A duty upon the full value of the imported article, less the cost or value of such products of the United States (see U.S. note 4 of this subchapter)","",""
"9802.00.80.15","1","Articles eligible pursuant to bilateral textile agreements for entry under a Special Access Program and entered in compliance with procedures established by the Committee for the Implementation of Textile Agreements (CITA)","","","","","",""
"9802.00.80.16","1","Articles eligible pursuant to bilateral textile agreements for entry under the Outward Processing Programs and entered in compliance with procedures established by the Committee for the Implementation of Textile Agreements (CITA)","","","","","",""
"9802.00.80.40","1","Articles for which duty free treatment is claimed under U.S. note 2(b) to this subchapter","","","","","",""
"9802.00.80.42","1","Articles for which duty free treatment is claimed under U.S. note 7(a) to this subchapter","","","","","",""
"9802.00.80.44","1","Articles for which duty free treatment is claimed under U.S. note 7(b)(i) to this subchapter","","","","","",""
"9802.00.80.46","1","Articles for which duty free treatment is claimed under U.S. note 7(b)(ii) to this subchapter","","","","","",""
"9802.00.80.48","1","Articles for which duty free treatment is claimed under U.S. note 7(c) to this subchapter","","","","","",""
"9802.00.80.55","1","Textile or apparel goods described in additional U.S. note 3(c) to section XI","","","","","",""
"9802.00.80.68","1","Other","","","","","",""
"9802.00.91","0","Textile and apparel goods, assembled in Mexico in which all fabric components, excluding visible lining fabrics, were wholly formed and cut in the United States, provided that such fabric components, in whole or in part, (a) were exported in condition ready for assembly without further fabrication, (b) have not lost their physical identity in such articles by change in form, shape or otherwise, and (c) have not been advanced in value or improved in condition abroad except by being assembled and except by operations incidental to the assembly process; provided that the goods classifiable in chapters 61, 62 or 63 may have been subject to bleaching, garment dyeing, stone-washing, acid-washing or perma-pressing after assembly","","","Free (See U.S. note 4 of this subchapter)","","",""
"9803.00.50","0","Substantial containers and holders, if products of the United States (including shooks and staves of United States production when returned as boxes or barrels containing merchandise), or if of foreign production and previously imported and duty (if any) thereon paid, or if of a class specified by the Secretary of the Treasury as instruments of international traffic, repair components for containers of foreign production which are instruments of international traffic, and accessories and equipment for such containers, whether the accessories and equipment are imported with a container to be reexported separately or with another container, or imported separately to be reexported with a container","","Free","","Free","",""
"","0","Articles imported by or for the account of any person arriving in the United States from a foreign country:","","","","",,
"9804.00.05","1","Books, libraries, usual and reasonable furniture and similar household effects, if actually used abroad by him or by him and his family not less than one year, and not intended for any other person, or for sale","","Free","","Free","",""
"9804.00.10","1","Professional books, implements, instruments and tools of trade, occupation or employment, which have been taken abroad by him or for his account","","Free","","Free","",""
"","0","Articles by or for the account of any person emigrating from a foreign country to the United States:","","","","",,
"9804.00.15","1","Professional books, implements, instruments and tools of trade, occupation or employment (not including theatrical scenery, properties or apparel, and not including articles for use in any manufacturing establishment, for any other person or for sale), owned and used by him abroad","","Free","","Free","",""
"","0","Articles imported by or for the account of any person arriving in the United States who is not a returning resident thereof:","","","","",,
"9804.00.20","1","Wearing apparel, articles of personal adornment, toilet articles and similar personal effects; all the foregoing, if actually owned by and in the possession of such person abroad at the time of or prior to his departure for the United States, and if appropriate for his own personal use and intended only for such use and not for any other person nor for sale","","Free","","Free","",""
"9804.00.25","1","Not over 50 cigars, or 200 cigarettes, or 2 kilograms of smoking tobacco or a proportionate amount of each, and not over 1 liter of alcoholic beverages, when brought in by an adult nonresident for his own consumption","","Free","","Free","",""
"9804.00.30","1","Not exceeding $100 in value of articles (not including alcoholic beverages and cigarettes but including not more than 100 cigars) accompanying such person to be disposed of by him as bona fide gifts, if such person has not claimed an exemption under this subheading 9804.00.30 within the 6 months immediately preceding his arrival and he intends to remain in the United States for not less than 72 hours","","Free","","Free","",""
"9804.00.35","1","Automobiles, trailers, aircraft, motorcycles, bicycles, baby carriages, boats, horse-drawn conveyances, horses and similar means of transportation, and the usual equipment accompanying the foregoing; any of the foregoing imported in connection with the arrival of such person and to be used in the United States only for the transportation of such person, his family and guests, and such incidental carriage of articles as may be appropriate to his personal use of the conveyance","","Free","","Free","",""
"9804.00.40","1","Not exceeding $200 in value of articles (including not more than 4 liters of alcoholic beverages) accompanying such a person who is in transit to a place outside United States customs territory and who will take the articles with him to such place","","Free","","Free","",""
"","0","Articles imported by or for the account of any person arriving in the United States who is a returning resident thereof (including American citizens who are residents of American Samoa, Guam or the Virgin Islands of the United States):","","","","",,
"9804.00.45","1","All personal and household effects taken abroad by him or for his account","","Free","","Free","",""
"9804.00.50","1","Articles of metal (including medals, trophies and prizes), bestowed upon him abroad, as honorary distinctions, by foreign countries or citizens of foreign countries","","Free","","Free","",""
